12479227.8750226,-17673744.7879689,14704916.5597241,-22611897.5060933,-9657489.95767599,10313119.5954383,-11949885.1234606,-10871834.5797568,21321126.4484882,-13154525.182521,-20681173.4406612,10691399.1889467,-1747819.29399123,-24564833.8632936,9656649.54107139,8643302.21696441,-16860873.0215208,18548579.2563515,1676160.38010923,-26359194.6462214,-3117193.56499975
12479240.762368,-17673546.6293211,14705142.2134347,-22611985.9975164,-9657591.86134729,10312841.3755947,-11949636.9316996,-10871928.4347624,21321215.2508297,-13154408.9419096,-20681106.2672947,10691674.7886118,-1747772.49165098,-24564949.9947551,9656360.49330793,8643526.49220718,-16860946.2731895,18548406.2261088,1676193.03019217,-26359229.4493761,-3116879.24543004
12479253.5986325,-17673348.5044837,14705367.863867,-22612074.5152077,-9657693.69586979,10312563.1535798,-11949388.7713501,-10872022.2566439,21321304.0487322,-13154292.758955,-20681039.0538167,10691950.3860454,-1747725.76279177,-24565066.1177879,9656071.44346232,8643750.71552636,-16861019.5507803,18548233.1918983,1676225.60215918,-26359264.2537398,-3116564.92520717
12479266.4875293,-17673150.3402162,14705593.5110317,-22612163.0024966,-9657795.59392718,10312284.9293959,-11949140.5786214,-10872116.1155171,21321392.8421943,-13154176.5122983,-20680971.8774164,10692225.9812518,-1747678.96327143,-24565182.2426456,9655782.39153912,8643974.98585013,-16861092.8035726,18548060.1537256,1676258.25069151,-26359299.0494772,-3116250.6043213
12479279.3253453,-17672952.2097615,14705819.1549162,-22612251.5160541,-9657897.42283323,10312006.703043,-11948892.4173149,-10872209.9412619,21321481.6312146,-13154060.3232959,-20680904.6609055,10692501.5742288,-1747632.23723097,-24565298.3590758,9655493.33753165,8644199.20424443,-16861166.0822881,18547887.1115879,1676290.82111487,-26359333.8464244,-3115936.28277257
12479292.2156455,-17672754.0399848,14706044.7955276,-22612339.9992868,-9657999.31508884,10311728.4745234,-11948644.2237018,-10872303.8039083,21321570.4157987,-13153944.0707638,-20680837.4813643,10692777.1649741,-1747585.44073354,-24565414.4773132,9655204.28145346,8644423.46953096,-16861239.3362746,18547714.0654758,1676323.46788253,-26359368.6347581,-3115621.96057085
12479305.0550109,-17672555.9039175,14706270.4328605,-22612428.5087102,-9658101.13837635,10311450.2438349,-11948396.0614208,-10872397.6335262,21321659.1959417,-13153827.8757136,-20680770.2618208,10693052.7534942,-1747538.71751346,-24565530.5871396,9654915.22328663,8644647.6830164,-16861312.6161151,18547541.0154029,1676356.03676237,-26359403.4242889,-3115307.63769652
12479317.9468617,-17672357.7285236,14706496.0669238,-22612516.9878084,-9658203.02501818,10311172.0109755,-11948147.8668455,-10872491.5000373,21321747.9716449,-13153711.6171341,-20680703.0792464,10693328.3397825,-1747491.92383209,-24565646.6987749,9654626.16304469,8644871.94337817,-16861385.8712247,18547367.9613638,1676388.68198336,-26359438.2052056,-3114993.31417425
12479330.7877801,-17672159.5868371,14706721.6977103,-22612605.4930975,-9658304.84268937,10310893.7759495,-11947899.7036005,-10872585.3335228,21321836.7429076,-13153595.4160422,-20680635.8566697,10693603.9238391,-1747445.20343396,-24565762.8019963,9654337.10072101,8645096.15194917,-16861459.1521897,18547194.9033585,1676421.24931285,-26359472.9873191,-3114678.98998445
12479343.6811816,-17671961.4058263,14706947.3252252,-22612693.9680611,-9658406.72371954,10310615.5387483,-11947651.5080607,-10872679.2038999,21321925.5097305,-13153479.1514193,-20680568.6710618,10693879.5056659,-1747398.41257201,-24565878.9070273,9654048.0363201,8645320.40739957,-16861532.4084226,18547021.8413858,1676453.89298911,-26359507.7608188,-3114364.66513947
12479356.5236485,-17671763.2585297,14707172.949458,-22612782.4692157,-9658508.53577443,10310337.2993851,-11947403.3438467,-10872773.0412556,21322014.2721143,-13153362.9442816,-20680501.4454527,10694155.085263,-1747351.69499389,-24565995.0036446,9653758.96983752,8645544.61106134,-16861605.6905121,18546848.7754457,1676486.45877552,-26359542.5355158,-3114050.33962461
12479369.4187412,-17671565.0718075,14707398.5704191,-22612870.9399653,-9658610.41136642,10310059.0578533,-11947155.1472493,-10872866.9155987,21322103.0300583,-13153246.6734432,-20680434.256919,10694430.6626323,-1747304.90675157,-24566111.1020854,9653469.90127787,8645768.8617345,-16861678.9477977,18546675.7055408,1676519.10111793,-26359577.3015845,-3113736.01346207
12479382.2627592,-17671366.9188965,14707624.1881015,-22612959.4369853,-9658712.21780504,10309780.814153,-11946906.9820692,-10872960.7568232,21322191.7835624,-13153130.4602596,-20680367.0282776,10694706.2377697,-1747258.19199331,-24566227.1920984,9653180.83063669,8645993.06047337,-16861752.2310113,18546502.6316726,1676551.6653509,-26359612.0688637,-3113421.68663716
12479395.1074138,-17671168.7632709,14707849.8025156,-22613047.9320167,-9658814.02125378,10309502.5682821,-11946658.8164973,-10873054.5998841,21322280.532626,-13153014.2442191,-20680299.7980137,10694981.8106792,-1747211.47884651,-24566343.2787941,9652891.75791855,8646217.25662034,-16861825.5148576,18546329.5538372,1676584.22859997,-26359646.8324484,-3113107.35914754
12479408.0048317,-17670970.5681272,14708075.4136509,-22613136.3965634,-9658915.88842421,10309224.3202429,-11946410.6184502,-10873148.4800286,21322369.2772503,-13152897.9643123,-20680232.604931,10695257.3813588,-1747164.69483292,-24566459.3673279,9652602.68312122,8646441.49992706,-16861898.7738278,18546156.4720317,1676616.86862497,-26359681.5873915,-3112793.03100303
12479420.8511778,-17670772.4067929,14708301.0215091,-22613224.8873814,-9659017.68644055,10308946.0700353,-11946162.4518191,-10873242.3270581,21322458.0174354,-13152781.7420578,-20680165.3717421,10695532.9498082,-1747117.98430258,-24566575.4474353,9652313.60624035,8646665.69129329,-16861972.0587276,18545983.3862657,1676649.4305439,-26359716.3435456,-3112478.7021915
12479433.75,-17670574.206141,14708526.6260901,-22613313.3478709,-9659119.54781159,10308667.8176595,-11945914.2528944,-10873336.2109728,21322546.7531799,-13152665.4562737,-20680098.1755201,10695808.5160276,-1747071.20330755,-24566691.52935,9652024.52728492,8646889.92954282,-16862045.3188904,18545810.2965311,1676682.06880883,-26359751.091085,-3112164.37272766
12479446.5978986,-17670376.0391905,14708752.2273991,-22613401.8345535,-9659221.3402077,10308389.5631199,-11945666.0853029,-10873430.0618683,21322635.4844838,-13152549.2279775,-20680030.939299,10696084.0800125,-1747024.49559839,-24566807.6028517,9651735.44624829,8647114.11599383,-16862118.604914,18545637.2028334,1676714.62917836,-26359785.8398215,-3111850.04260178
12479459.4982745,-17670177.8329179,14708977.8254343,-22613490.2909073,-9659323.19596531,10308111.3064056,-11945417.8854123,-10873523.9496503,21322724.2113484,-13152432.9361479,-20679963.7400447,10696359.6417715,-1746977.71742556,-24566923.6781594,9651446.36313948,8647338.34933386,-16862191.8661993,18545464.1051646,1676747.2659012,-26359820.5799438,-3111535.71181395
12479472.3477246,-17669979.6603537,14709203.4201922,-22613578.7734547,-9659424.98274954,10307833.0475254,-11945169.7168532,-10873617.804416,21322812.933773,-13152316.7018016,-20679896.5007927,10696635.2013002,-1746931.01253572,-24567039.7450563,9651157.27794509,8647562.53087215,-16862265.1533465,18545291.003534,1676779.8247267,-26359855.3212633,-3111221.38036671
12479485.2497923,-17669781.4483705,14709429.0116728,-22613667.2255937,-9659526.83307129,10307554.7864793,-11944921.5159111,-10873711.6961609,21322901.6517568,-13152200.4037563,-20679829.2986135,10696910.7586007,-1746884.23697473,-24567155.813777,9650868.19066968,8647786.75942601,-16862338.4156834,18545117.8979377,1676812.46011484,-26359890.0539542,-3110907.048265
12479498.100793,-17669583.2701949,14709654.5998776,-22613755.7040054,-9659628.61423749,10307276.5232653,-11944673.3463845,-10873805.5547967,21322990.3653021,-13152084.1633683,-20679762.0563297,10697186.3136643,-1746837.53490754,-24567271.8740669,9650579.1013223,8648010.93605143,-16862411.703954,18544944.7883743,1676845.01739303,-26359924.7878561,-3110592.71550157
12479511.0042677,-17669385.0526996,14709880.1848067,-22613844.1520865,-9659730.45876006,10306998.2578834,-11944425.1445707,-10873899.450309,21323079.0744045,-13151967.8594476,-20679694.8510116,10697461.8665018,-1746790.76236632,-24567387.9361671,9650290.00989175,8648235.15955301,-16862484.9674831,18544771.6748467,1676877.65102523,-26359959.5131434,-3110278.38207642
12479523.8568236,-17669186.8689039,14710105.7664653,-22613932.6263626,-9659832.23431243,10306719.9903316,-11944176.9740794,-10873993.3128134,21323167.7790696,-13151851.6130116,-20679627.6056971,10697737.4171066,-1746744.06311458,-24567503.9898538,9650000.91638261,8648459.33126532,-16862558.256877,18544598.5573507,1676910.20675637,-26359994.2396278,-3109964.04799698
12479536.7618491,-17668988.6457952,14710331.3448428,-22614021.0703075,-9659934.07322377,10306441.7206097,-11943928.7712954,-10874087.2121957,21323256.4792932,-13151735.3030475,-20679560.3973471,10698012.9654808,-1746697.29339335,-24567620.0453475,9649711.82079718,8648683.54985149,-16862631.5215278,18544425.4358919,1676942.83884172,-26360028.9574973,-3109649.71325602
12479549.6159547,-17668790.4563908,14710556.9199462,-22614109.5404476,-9660035.84316031,10306163.4487224,-11943680.5998423,-10874181.0785674,21323345.1750775,-13151619.0505593,-20679493.1490025,10698288.5116309,-1746650.59696043,-24567736.0924289,9649422.72313105,8648907.71664513,-16862704.8120445,18544252.3104662,1676975.39303119,-26360063.6765646,-3109335.37785357
12479562.52253,-17668592.2276712,14710782.4917701,-22614197.9802555,-9660137.67645219,10305885.1746695,-11943432.3960935,-10874274.9818169,21323433.8664209,-13151502.7345497,-20679425.9376212,10698564.0555438,-1746603.83005724,-24567852.1413169,9649133.62338874,8649131.93031027,-16862778.0778168,18544079.181079,1677008.02357171,-26360098.3870163,-3109021.0417946
12479575.37819,-17668394.0326492,14711008.0603251,-22614286.4462592,-9660239.44077092,10305606.898449,-11943184.2236763,-10874368.8520572,21323522.5533248,-13151386.4760218,-20679358.6862453,10698839.597226,-1746557.13644469,-24567968.1817918,9648844.52156809,8649356.09219592,-16862851.3694565,18543906.0477182,1677040.57621452,-26360133.0986659,-3108706.70507673
12479588.286461,-17668195.7982129,14711233.6255987,-22614374.8818519,-9660341.26863342,10305328.6200589,-11942936.0188695,-10874462.7592737,21323611.2357893,-13151270.1537985,-20679291.4719397,10699115.1366774,-1746510.37215974,-24568084.2240882,9648555.41766916,8649580.301085,-16862924.6362799,18543732.9103988,1677073.20542636,-26360167.8016865,-3108392.36769757
12479601.1436723,-17667997.5975804,14711459.1875998,-22614463.3437194,-9660443.02734057,10305050.3394991,-11942687.8454911,-10874556.6333811,21323699.9138122,-13151153.8892226,-20679224.2175336,10699390.6739001,-1746463.68136393,-24568200.2579585,9648266.31168975,8649804.45804621,-16862997.929042,18543559.7691113,1677105.7565244,-26360202.5059185,-3108078.02966208
