gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-7.329531408906047284e-03,4.436506654345182682e-02,8.882980734050591534e-03
-7.209913948316060139e-02,7.063337049311205207e-02,5.224155723044383338e-03
-9.685230986300133113e-03,1.329715523629182092e-02,2.015086987576784547e-02
-3.090606533931000016e-02,-6.898359325619404792e-02,-1.772682267512921614e-02
2.787456452288808798e-02,1.870254127867771246e-02,3.051495799501450362e-02
4.334491944084389869e-02,-1.857498211194008944e-02,-4.201530523665952810e-02
3.565189036278403750e-02,1.369785725613903785e-02,-2.459452805977890844e-02
-2.556286769020856692e-02,-1.944598793448257951e-02,-2.877416843382428480e-02
4.918894821702273629e-02,-1.873813671166191241e-02,1.374884143982218337e-02
-4.146148716983569932e-02,-2.662785887787832637e-02,-1.863139952377017294e-02
4.261468650981772160e-02,4.571859338292452377e-03,-1.630723736151171860e-02
-7.116993401240482089e-03,3.336290568086289275e-04,5.414450316804746838e-02
1.772336875416620147e-02,-4.104281184896090180e-03,-1.994869587718564596e-02
2.266264902690657071e-02,2.613181246122085397e-02,-1.383705004386825109e-02
2.324861075643231551e-02,-3.984485184032077187e-02,1.614456344351521133e-02
4.101753839643289268e-02,-2.511792622949454712e-02,1.527922877443699647e-03
2.602188896397189619e-03,-2.774729603496898026e-02,2.201725295150900805e-02
2.984898076182633270e-03,3.989027584671939880e-02,-2.804002636366567658e-02
-1.360856164446829115e-02,-2.369727476757510064e-03,5.962103339335329127e-02
-9.503693716185313001e-02,-1.965981470051810301e-02,4.579515096708003385e-02
4.980565064068665643e-02,-3.867633209958681179e-02,8.574017140526797630e-04
-2.273011554130117962e-02,3.702514405889491267e-02,-4.138682432764576036e-02
3.452969272874934631e-02,8.428115136895878226e-03,-4.885069380734250247e-03
-6.901857712256404855e-03,-7.559019371929349973e-02,-4.443862071858671603e-02
-4.312565112148913915e-02,6.033601711966350700e-02,7.683380992094961115e-02
1.164190604861941279e-02,5.974118359193474059e-02,2.270974420930426535e-02
-5.063623169235528798e-02,3.162161114495908032e-02,-3.179090854378687631e-02
6.385580099624932338e-02,3.477572361761561287e-02,-3.125980918063032965e-02
-7.227880991994718035e-03,9.154791842239724808e-02,-7.750303829462100620e-03
2.574950511543808856e-02,2.856473877465592198e-02,4.242713541585350218e-02
-1.803290488512234585e-02,7.295896323559412401e-03,-1.965828090281356022e-02
2.157831762518265528e-02,-2.906992702803857728e-02,-6.353704239263455178e-02
-2.579848055559547104e-02,5.312717488735201055e-02,-6.674173534145394840e-03
6.699021469320284340e-03,1.272477684796544713e-03,1.733156729759385839e-02
-2.340098868487724276e-02,-2.807289092972794012e-02,2.782564668636745842e-02
-9.188498178519506274e-03,-2.876096567249707137e-02,1.878324535962539593e-02
3.201896995894068509e-02,7.479455129981651962e-02,4.779414236278038859e-03
-3.471572034119097677e-02,8.476099348997028285e-03,2.669401676173669205e-02
-4.601370146284299717e-02,4.644197504016907285e-02,-3.058931990144947433e-02
5.120469509847054568e-02,-9.240751375343745841e-03,2.630880597267237081e-02
-1.511546704500253821e-03,-2.242077839013561363e-02,1.422287780088259297e-02
1.213104943879101880e-02,-1.875270701623453148e-02,-1.766020224759096841e-02
-4.182056269101062929e-02,3.716210092872669624e-02,4.374083474122734960e-02
-6.809573683889764972e-02,-2.310886525125824612e-02,-1.583879253534525855e-02
9.634997757448601416e-03,2.491909344751609343e-02,1.220046596564502463e-02
6.107446724452588079e-03,4.694384459683255233e-03,-1.214520194311375333e-02
4.465209731640075452e-02,-4.126421284913221049e-02,1.632332405691764047e-03
-3.023189991524173614e-02,-2.787616856422665476e-02,1.818068909322223536e-02
1.659816841950234600e-02,-1.153841664818059526e-02,-1.096301299743704383e-02
-2.342529979825973621e-02,3.575209252419554035e-02,-5.639602741449319112e-03
2.810906257638576614e-02,-2.630125573941412623e-02,-2.776202281372991409e-02
3.691241704823501613e-02,2.496756666089645221e-02,-7.909520622455398775e-02
-1.062315215054493271e-02,-7.055681943703228688e-03,5.773758991994769330e-02
-3.786618907894531011e-02,-2.166867224205012293e-02,-2.410563026595408803e-02
4.304218258613162415e-03,-3.293348741820899955e-02,4.194200021399386441e-02
-8.597595248267629608e-02,3.145433493016485272e-03,2.650458451702254747e-02
-6.554733949486289679e-02,-3.353355579468607350e-03,-1.494744080168416110e-02
-2.351721853684571664e-02,7.919843068006323858e-03,-3.410305871536794403e-02
-4.135183174781008331e-02,3.479064262953632941e-02,4.966044233648400641e-02
4.157366207222746440e-02,7.665040405581289608e-03,2.735320697050556624e-02
4.120343946666919777e-02,3.461642475608464609e-02,-5.493078884371092874e-02
-5.098979641181579370e-02,3.179222090441870957e-02,2.162935326751008053e-02
-2.921910875277189813e-04,2.371971858651777607e-02,5.494854760204320038e-03
-3.177034341630357271e-03,2.408851298698067034e-04,-5.071434342658208416e-02
4.394736784635288468e-02,2.942229567145487890e-02,-9.255966514045133736e-03
-2.845731652298883266e-02,-9.524827795571923911e-03,-6.520373952136557238e-02
4.246081483546319812e-02,-1.904864362230533972e-02,-5.881016443307667679e-03
-1.019774769932464409e-01,-1.047857562237199461e-02,-3.641818250718045075e-02
1.355658443492641432e-02,-3.979099174950458118e-02,-1.963180718181814499e-02
2.792812059478528078e-02,-3.677736834538915256e-02,1.387586030646944558e-02
9.621704383736136637e-03,3.405069402118340166e-02,2.422368886002009350e-02
-4.306568379823432630e-02,-1.938753105795939374e-02,9.010126486284198268e-04
4.294770079065972357e-02,3.622911134329012683e-02,-4.604711199812284300e-02
-6.382213081998810988e-02,-1.690321742727786403e-02,2.381394980724739485e-02
8.427349573011318207e-02,-1.442160880519059545e-02,-4.055403005424568219e-02
-7.521944358898091654e-02,-2.039652260367213685e-02,-9.137639802697375066e-03
-7.397965961301787574e-02,1.443574133795384219e-02,1.252043107053706084e-01
-2.054820258270474709e-02,-2.364961563307456383e-02,2.177934011818998331e-03
-7.564759140465912232e-03,1.902271337852201247e-02,-2.332221973615536403e-02
-1.370212523841742025e-02,-2.574825725341698193e-02,1.246355497681562660e-02
-4.423768026040397067e-02,9.020290727849359161e-03,2.294893421218272694e-02
3.826659675422716678e-02,5.490606480966316039e-02,1.855930077376250278e-02
-1.627574319093837195e-03,3.135013305788922344e-02,2.640913315632793801e-02
-3.145958318540997140e-02,-1.061540846495711600e-02,3.300839109256150533e-04
-3.144411786807844306e-02,-5.339211191772866641e-03,1.485637312204641548e-02
6.107487327660105630e-02,5.631119010168306703e-03,-3.194003296167598205e-02
-3.871903216924692942e-02,-4.866074502014505754e-02,-7.367427670590761916e-03
5.009533029474792787e-02,1.158986576063989610e-02,-7.634126625367786134e-02
-1.136394341127133605e-02,-1.473300580113753692e-02,-6.553305835566815285e-02
-1.661348794834464210e-02,-4.974808347649579271e-02,-5.252391038658498629e-02
2.649885034550564233e-02,4.869220925061764661e-03,-6.177242871641900474e-03
5.289286147906915869e-02,3.424109713666750182e-02,-5.750255873218896446e-02
-3.160802307793111887e-02,4.885355777935238009e-02,4.700292856847379519e-02
1.667012292933460482e-02,-4.702498881969447569e-02,2.704651068778375286e-02
2.904760768829986461e-02,4.993083168146831424e-02,-1.615233910402102957e-02
7.000794955821855979e-03,-1.084225084515688317e-02,5.088856265268812407e-02
2.471189484001670364e-02,-6.174820071552226085e-03,-1.567997203572070453e-02
3.628674220194925970e-02,-3.180251296177336734e-02,-1.332410623959734810e-03
-1.246934436239282608e-02,-1.663854155837319812e-02,-5.472620481576547652e-02
2.695228609010188667e-02,-3.440419826202677916e-02,-3.729235669965934308e-02
7.604390726092950803e-02,-4.134494923507880254e-02,-2.852199770426765493e-02
1.617215235343140781e-02,-4.835416032925745483e-02,-4.993808402283726917e-03
2.812232768147706480e-02,-2.494596236742807269e-02,1.676483676630711322e-02
9.733750561932487735e-03,2.360813533243082477e-02,-1.129928800645876863e-01
-3.094977672920800824e-02,7.797975824134946443e-03,-1.977755657662918012e-02
-3.780405194634199606e-02,2.622642783232055283e-03,1.282777472410607904e-02
-7.167737940723015524e-03,1.474933954110624855e-02,-5.156971562365367939e-02
6.331498370699835399e-02,-5.334459883993881296e-02,3.868613583298320668e-02
-1.469767146646622398e-02,1.901998811703054654e-02,-2.882711455713245566e-02
-5.909849907838810729e-02,3.920296672065524089e-03,-4.551879838491185160e-02
5.486176679274300250e-02,1.001962735542691330e-03,-7.668972282537822593e-02
-1.566535724587111988e-02,5.425257427171348290e-02,3.322147406983485401e-02
-5.644781845063207536e-03,3.454951468951982657e-02,-1.014369618093641755e-02
-3.318251573061168497e-02,3.063052663414756252e-02,-8.546777699787908369e-03
3.843053580601581923e-03,-5.129826898183086070e-02,-2.260100149780895282e-02
-3.014697363216955420e-03,2.718703032470995082e-02,-2.466218877025978459e-02
1.471197289686320981e-03,7.414956624475591571e-04,5.492292965466737120e-03
3.462555621577807080e-02,-3.086885361686033530e-02,-2.168690295338631877e-02
4.325305753312572166e-02,-9.106980924860539478e-03,2.584812507195858450e-02
-2.034593935434077933e-02,8.152908251481488788e-03,-1.148516121794627455e-02
-9.540139088987759433e-03,-2.680423870755949123e-02,3.063368933485863602e-02
-2.532713800179711358e-02,-3.268150231639890824e-02,2.028272390165076003e-02
-2.934571397034196893e-02,4.738852031950393368e-02,2.179360997783593573e-03
-3.294666790585835947e-02,7.374120037864581763e-03,-3.969186965450053652e-03
-7.436525229410686014e-03,4.112722324379024241e-02,-5.169924887768755084e-02
-7.155255239020658076e-02,-3.404848220595463326e-02,-5.879696910209895877e-02
4.950578148961459757e-02,4.105744262181637225e-03,3.423345156128222017e-02
-3.079172362567878657e-02,1.599204456947718456e-02,3.024254411009464488e-02
-4.440783232523113494e-02,-4.580401876175451206e-03,-3.382843048203451174e-03
-1.967934742336337889e-02,-3.610812135200619933e-03,-4.336832527163535927e-02
-3.263348768832029234e-02,-3.455173859217514770e-02,-6.908740925001387312e-02
1.517304960998190622e-02,-9.017651402941009994e-04,-5.723923136910795753e-03
-5.081274841949441623e-02,3.403874295330463085e-03,3.502390270053561822e-02
-2.274246132691467442e-02,-5.152107717253797542e-02,4.501463737276594629e-03
1.685853671220598204e-02,-2.531366618269599231e-02,-2.979996879504215324e-02
4.964236726668442429e-02,6.727191592068892945e-02,-6.143954738036850466e-02
2.438745368296334204e-02,-2.757681651160394029e-02,5.245638235289849793e-02
-2.644275498330414531e-02,9.274601780928185338e-03,1.265100622481850172e-02
-2.633788642209713635e-02,-1.603445358160794643e-02,4.121802597633347776e-02
-2.040269128475808574e-02,1.563175794452381986e-02,5.330279220382364708e-02
-4.123961648341736147e-02,-6.283392614437202650e-02,-2.909537016998955949e-02
1.317471120986786134e-02,-8.379336928594723066e-03,-6.008254859947483734e-02
2.186879224423752752e-02,1.782623886875710564e-02,-5.929466308491930515e-02
1.751490317418719772e-02,5.148021550323582385e-02,-2.621874776976373944e-02
6.566294333386976656e-02,2.170565968936194468e-02,-4.741365436795664384e-02
1.449467205507330367e-02,8.780478198614400515e-03,2.773119044448597512e-02
1.663296210977276146e-02,3.723753029652221436e-02,-1.565588563063471939e-02
-1.805761316408678596e-02,-2.739270633421030804e-02,2.710377269519356758e-02
-6.090713492228003872e-02,3.920943452908273036e-02,-6.127922460803380753e-03
-3.651501850893499462e-02,1.140023632924469510e-02,-3.051426989062246912e-03
-4.624902930658345707e-02,3.312436282550584171e-02,-7.101539896399305940e-03
-7.164800641400080432e-03,3.322358058644790928e-03,2.979698566988968692e-02
-3.981141974880428314e-02,1.096869964608490622e-01,1.771430051832556529e-03
-1.633743453160664202e-02,5.856897576022495472e-02,-2.012359073600488227e-02
-2.808291585336286297e-02,1.407031165593285345e-02,5.258003247199298166e-03
-4.414309315553405916e-02,2.260492010607281083e-02,2.850673500962720361e-02
-1.317833638812187722e-02,1.300482616143941450e-02,1.842802078437294142e-02
-1.778946399865095245e-03,-9.378252709089219749e-03,3.496903985949188776e-02
-2.037254235553951839e-02,4.499265168965616707e-02,-3.347058371118884212e-02
-1.919335416083036913e-02,2.155992362414433511e-02,1.332855002984677413e-02
6.871881322793682665e-04,-2.694353581177370144e-02,-1.064886907091316254e-02
-2.855519403342808918e-02,-6.761692211588297974e-02,-1.998197967567749700e-02
1.491992340422674222e-02,-3.884160621856028173e-02,2.067099770928574470e-02
-5.845412611540812958e-02,-4.701809588263407974e-02,2.301099063129996569e-02
4.500799007150835577e-04,-1.191700470783967113e-03,2.138876175206641354e-03
-4.816459462734890701e-02,-1.223006300784905583e-02,4.485532617322892518e-02
-1.197753909928330092e-02,3.018426960112752938e-02,9.630161948824935217e-03
-3.238580392441132300e-02,-7.281591640821581148e-03,-3.301423038847935837e-02
2.032227112847582312e-02,9.822681367287608087e-03,3.932824043566451877e-02
1.431083717227567449e-02,2.498010658253660074e-02,1.894664173659954748e-04
-1.823591731056326340e-02,-2.656162106045094687e-02,-2.791786965420622012e-03
-2.735670513191229558e-02,-4.826149247203352687e-04,3.460375166675446791e-04
6.905639028708637772e-02,-2.973118388450094601e-02,7.183244756151795779e-03
-1.155248296224649016e-02,5.639632202269654476e-02,9.002750345590948555e-03
-5.984054387241866113e-02,-2.802110945038860726e-02,-1.014600000801355387e-02
6.577266751318955329e-02,3.130636282556670258e-02,-1.358531174426412177e-02
-1.730767560647085770e-02,1.137950949112164802e-02,-8.701794634689227065e-03
-5.489447321893312082e-02,2.229047775180202293e-02,5.257983149517322236e-02
-1.725145871303699480e-02,-1.030582589984628712e-02,5.934815535035288525e-02
1.333393403171526971e-02,1.296824669245987514e-02,1.910972141631847587e-02
-1.894674746189833545e-02,7.521763234387199293e-02,1.710625043242762575e-03
-4.997052224153537836e-02,3.205342178771613398e-02,5.122567495998062853e-02
-1.952361559570396990e-02,1.656591978947793975e-02,-1.151187764052260219e-02
-8.546123960434766353e-02,2.298084947163368461e-02,1.602085534636926017e-02
-7.689599975606284214e-03,-2.734174466483801913e-02,1.497555101022437531e-02
-4.713189443527573269e-02,-6.216195267110938283e-02,-2.690162185625946320e-02
1.298161052346284011e-02,5.084947215031845880e-02,4.618730210503980277e-02
-3.040538906000074537e-02,2.355929603934717176e-02,-9.591458532512378565e-03
7.024489781945616844e-03,1.168379201915516891e-02,-3.608564500498379762e-02
-2.516431541373057718e-02,3.255943230301143465e-02,1.086146346816201699e-03
-6.239733396314954550e-02,6.258233428297983736e-02,3.093836681597603427e-03
2.285325576030346889e-02,2.074203133837436777e-02,4.539260988076446873e-02
-5.983915580372133058e-02,-2.166381711511588051e-02,-9.837196919986745947e-03
2.315423158388632010e-04,-2.562265455250220883e-02,1.379835966874299810e-02
-2.818329491271664641e-02,-1.478590162664625979e-02,3.124870174361440642e-02
2.374925256885713348e-02,-2.436492607315412021e-02,-2.017465077749064015e-02
-6.100413918206229469e-02,3.654929728602352573e-02,-4.508853795624541416e-02
-2.409347007674234042e-02,-1.826684699303313120e-02,-1.677597129740881349e-02
1.132491513254492779e-02,5.670634322603653604e-02,1.395987353206614920e-02
-3.101812300129616964e-02,2.079129777834419490e-02,3.160408390561601777e-02
-7.442496572447655952e-03,-2.254169397704530731e-02,2.296021844269928100e-02
6.969856265086557708e-03,4.602409934175834966e-02,2.378297836413681508e-03
1.921062983774327537e-04,-2.507820375157183979e-02,-4.071732063755132899e-03
-6.012788599797286304e-02,6.147671651688343952e-02,3.577454741828586110e-02
-7.191712191532481126e-03,2.932966593888025608e-02,5.134824403531857567e-02
6.298493040256561426e-02,5.463051731586117399e-02,-4.204778483659817045e-02
4.251218718792654228e-02,3.079957965871193276e-02,3.215302430485502544e-02
6.130976930543725195e-02,1.612808598261117679e-02,3.957467204898886676e-02
4.693455340407722692e-02,1.056168205854686806e-02,-3.324253108992634900e-03
6.129032513025675297e-03,-3.256411128780241360e-02,4.583764813502014257e-02
3.044235181036824417e-02,-1.136546847781420150e-02,-4.042192352447640524e-02
1.052426337491575714e-02,8.509107600057033705e-03,-2.392994842124205115e-02
-1.670696076067557101e-02,3.635857832163605363e-02,-7.978134384988640193e-02
-4.184007870456474265e-03,-5.205726032367945233e-02,6.699976556543244498e-03
-2.084132000685836109e-02,2.006766835172093394e-02,7.524407700690152051e-03
-2.162366643550451759e-02,-9.840232674537599793e-04,-5.060347426680267269e-02
3.669128078198964638e-02,-3.554399381515177536e-02,-3.605036185007244598e-02
6.704949315727157244e-02,4.097277085067746460e-02,3.809990096698359641e-02
-4.327380641255149096e-02,-2.899855669790901008e-02,6.269166995528972254e-03
-2.984150130301728779e-02,-5.792699543777243137e-02,4.976495164582424302e-02
-8.742632924803420136e-02,-1.934681623972638043e-03,2.400449970755635931e-02
-9.719117377337608416e-03,-4.856308467782100707e-02,2.437660895939162270e-02
-7.644598453880586952e-02,-4.554091060842513361e-02,1.801156610246869684e-03
2.594115942075117531e-02,-4.402065970592715718e-03,1.001188383082752403e-02
-2.342992225569651144e-02,-7.103916241837439881e-03,7.104766059092029219e-03
-1.491296416891920405e-02,4.142027327073514315e-02,2.633566882598692427e-02
-5.530188403580689471e-02,3.255096646215063089e-02,6.523136045151631257e-03
-1.809228952955042186e-02,-4.355579907009066165e-02,3.670617180116338141e-02
1.017216795665624868e-01,5.641282528784714867e-02,-2.175587903473003015e-02
1.025180150934765048e-02,7.457921834788759641e-02,-4.776328592408734391e-02
-1.835569181942692599e-02,-3.822705040048894609e-02,-2.033832303136399317e-02
-2.384101022661031313e-02,-1.559635508597464505e-02,-5.128541368296264669e-02
1.943207538154272454e-02,-9.407826017399017332e-03,4.818512952491386947e-02
1.376310653948901834e-02,-4.535352039333002960e-02,-2.805843158719498187e-02
2.599642297528515292e-02,-4.372810454520262985e-02,-3.128848654440537225e-02
-3.004402992552166266e-02,-3.591289614020802545e-02,-3.164319919136761999e-02
1.177268536607013055e-02,5.266363107478597844e-02,2.307898693399147716e-02
-3.152591623211070671e-02,-2.236917983181702443e-02,4.405272319698755323e-03
-7.637429057772196495e-02,-5.665994736312096602e-02,-4.600283251579857097e-02
2.968872862397615997e-02,-7.720572065979142487e-03,1.245019689501302047e-02
-3.062187188170402419e-02,-8.479307390984978932e-03,3.186068633457041915e-02
-7.050433001844615133e-02,-2.525282437570943936e-02,-1.596126526260505801e-02
8.170931033681039929e-03,-1.396901235757740389e-01,-2.605741363202384794e-02
3.008244898185964689e-02,-2.342867834799614718e-02,1.403905856093606852e-02
-5.431723062247752198e-02,8.089572454044846594e-03,-3.168389039387373846e-02
3.528708285480642790e-03,-1.186302738968234710e-02,2.687542403447373135e-02
2.071930334941959190e-02,-2.400902174014204679e-02,3.058172653139890410e-02
1.496044939167799626e-02,4.093996602987324922e-03,8.163617521417915537e-03
-2.242238503223750387e-02,8.044428342087726891e-02,5.406390070951480435e-03
2.652229819942612463e-02,3.882252525353363515e-02,-1.577664899755611139e-02
-3.037370190105825526e-02,2.078419944505630751e-02,-3.086027807376128668e-02
-1.655360418906475992e-02,2.741963300073644791e-02,1.308270004211151138e-02
4.575160527452165615e-02,-1.909373158786945718e-02,-9.310354628475686276e-04
4.920631304706785114e-02,3.394292638145243735e-02,-8.009495407153979091e-03
2.684730833351690188e-02,-2.174418000378094268e-02,4.079153154775576654e-04
2.850051576682080274e-03,2.016570839583433847e-02,-1.793101945348724935e-03
-3.279806817547645942e-02,4.214542475434587820e-02,5.881917729655587214e-03
-2.663134573278939932e-02,-5.171891925546167473e-02,-1.104742963961071744e-01
-2.403091796374623446e-02,2.886649536241047906e-02,3.230413898097649061e-02
-4.285536395062704285e-02,-8.331306573897858184e-03,1.235140529978473803e-02
1.318862243247852055e-02,1.127345464419450896e-02,-1.195844994332248903e-02
1.123440356071379875e-02,-2.528219669238560788e-03,-2.016453409959497595e-02
-1.619106796503163442e-02,-1.653135048227267340e-02,-7.453927846857866767e-03
-5.373910899047151801e-02,-2.002057040357027584e-02,8.448911386885735175e-02
-2.696603830342955959e-03,-9.396650343980848807e-02,2.497041508026781598e-02
-3.927778754044470438e-02,1.104262552634691216e-03,-1.215522765056293794e-02
2.261610483573111424e-02,-8.580926676666629505e-02,-1.330592023414077334e-02
2.159095367773257446e-02,2.017029890154661831e-02,-3.803702418485128967e-02
-3.734299780143372771e-02,7.040738877214665348e-02,2.106534719356770169e-02
2.474814102736607596e-02,-1.669631810942202171e-02,4.150244693209356045e-02
6.334897179415821533e-03,4.532200891124690649e-03,2.545568729464032023e-02
-2.525080492825501621e-03,1.717847352395369259e-02,3.522688390829992883e-02
6.116836202726459726e-02,3.437268831092660237e-02,-3.281256781851404208e-02
6.650973500567390617e-03,-2.458256700914704385e-02,3.750345556748738846e-02
-1.771631059474002012e-02,-2.314240233980913511e-02,-1.085532670788157301e-02
-8.154574153432184169e-02,2.011852397962222289e-02,-2.531354298324059882e-03
-1.411829774448090762e-02,-1.243014531108136388e-03,7.826726688378909946e-02
-7.570105539162893735e-03,2.384008739773792532e-02,-4.607430606132118661e-02
8.618385886210040356e-03,5.692955328579930863e-02,-3.334395156216267420e-02
-1.090703111630461283e-02,4.966459910093159319e-02,-5.905873522488258240e-03
-1.972083931482047567e-02,1.663784185088092171e-02,2.561770871846672307e-02
-3.378140444048241542e-02,6.011215822906358641e-02,7.569425117172308426e-02
-3.173569628742356572e-03,6.067112119639824636e-02,2.011145641891698855e-03
-4.612380057591753540e-03,-1.073645748958226495e-02,3.090663364325686377e-02
5.063457825044982361e-03,-3.311538085950765237e-02,4.719361689457440140e-02
1.667859999776515750e-02,-2.508010283709168758e-02,4.258985508829443017e-02
-1.877891847657937874e-02,2.309153519851363939e-02,-5.643438831730874898e-03
-4.571472465004935287e-02,-2.373482662025399800e-02,8.413908647076256964e-02
-2.346336629251317800e-03,2.167935044863827931e-02,2.067391327699688586e-02
1.906588823626057666e-02,-4.181338046766549556e-04,5.589846413911683451e-03
4.748850824202859033e-02,-2.778669919898844529e-02,3.147910964509460785e-02
4.846179269564458020e-02,-2.153590239805167755e-02,-4.418294537369044789e-02
-1.945212995796993458e-02,7.813041643436101011e-03,-5.427023653026168820e-02
-2.120583125065938004e-02,-5.201363062657358288e-02,1.423098788314742721e-02
-6.041906041505494887e-03,-5.888871310616497490e-02,-3.167445475501263347e-02
-3.821214964136333131e-02,1.188874432176062305e-02,-1.334841310549463554e-02
-4.944618366485551558e-02,1.108047299707213412e-02,-1.401527418243216777e-02
8.241505479459960981e-03,8.446230220648812126e-02,5.582727268159131534e-02
2.043515358206004356e-02,6.580848988397240175e-03,6.139334793830114601e-02
-1.093633919947387687e-04,-4.618860663250151655e-03,3.920063748250896679e-02
9.631374290524317983e-02,2.856059029043712515e-03,1.173323348355334236e-02
2.471546453823545222e-02,-1.271628354250442343e-02,-1.288918050838534606e-02
-1.227297005425454987e-02,-3.876029825298574899e-02,-2.447303971551255744e-02
4.909900768671904281e-02,1.111166646784376988e-02,-2.462277631099517305e-02
-3.815471258138969368e-02,-4.387586251795692546e-03,1.246742796588470653e-03
-4.058148699880916727e-02,-3.875698023759444749e-02,4.136246146574020649e-02
-3.879120724157641975e-02,1.584792040118746664e-02,-2.982276144605938012e-02
-2.258633204120000931e-02,-2.894381124764171254e-02,3.010507054513188521e-02
-3.531813019902126094e-02,-1.815163759104910374e-02,3.955773497308903014e-02
-1.525503398851774280e-02,-5.067903245477044238e-02,2.103099833247695435e-02
-5.433672850397431447e-02,-1.554076103549728409e-02,-2.330711560216553596e-02
3.701990929765059529e-02,-2.931056616616824206e-02,-2.204126018868677282e-03
2.956338646845810270e-02,-3.403025600383035448e-02,-8.389605961093464515e-02
6.524102381561502385e-03,1.575669472689216963e-02,-1.779032190154651583e-02
1.645669671044321797e-02,-3.341195811263898696e-02,5.497758426498967899e-02
4.170011762503215286e-02,2.224632034637435626e-02,-1.914459968633665243e-02
-3.543594870649526690e-02,-2.394112263260253851e-02,8.714653819971768592e-03
2.754167572570946285e-02,5.447326359585868971e-02,4.249598029473453803e-02
2.302979244827627406e-02,-2.152391662413507059e-02,3.545099496914055209e-02
-4.009444440823448086e-02,-2.034284318580094515e-03,-2.431607666146818822e-02
1.875620851952182130e-02,-1.417376061540633926e-02,4.931849028515475873e-03
8.014493015032962686e-02,-6.744670004113129114e-02,2.036419124897673877e-02
-2.854185530630859446e-02,-8.808871978436098871e-03,2.857393462544922935e-02
-2.208273103212784333e-02,9.861062708507631336e-03,1.304726822206517256e-02
1.538036735614827302e-02,1.928134408256370821e-02,-3.810877843195513426e-02
-6.684435191648816464e-03,1.378881362158131813e-03,4.881618477485884927e-02
7.737416098636859529e-02,6.749745830220905615e-03,6.234440166567457170e-02
-4.618134443705255998e-03,6.589389834744570525e-03,2.560758889651171960e-02
8.839188334524789373e-03,6.966092613222340212e-03,-4.835509577258375637e-03
-3.549226872977940747e-03,3.736406542000111908e-02,-1.260646924037972343e-02
-5.137068608969857370e-02,5.007697121631678877e-02,3.571833916604505790e-03
-3.412189037725815721e-02,-3.498648344160185802e-02,-1.557322395760727231e-03
9.096836137148046897e-03,-1.696319613836605109e-02,4.689655906548424735e-02
6.292248998951119159e-03,3.633225911157311749e-02,-6.323367261061022503e-03
3.282765254221972455e-04,-1.476187663677511891e-02,-4.753126111462032538e-02
-2.877302263060935866e-03,1.186792804464079434e-02,-1.003043875107733664e-02
3.621454999790580699e-03,2.884403632782442037e-02,-8.961497682430454720e-03
7.435883065004195158e-02,1.420239999302072217e-02,1.701627203168546570e-02
-3.865039434127976598e-02,-1.005347956191294948e-04,-5.244551130347604312e-02
-5.517067006696589615e-02,6.809384186792866167e-02,-1.944521082230822595e-02
4.699334389121632288e-02,-2.626442261441371342e-02,-2.786885352308690264e-02
-2.529942501539639635e-02,-4.182183843951212641e-03,-4.208499569322257661e-02
2.591077866336302660e-02,5.229118382204181979e-03,5.527553824905029334e-02
6.116433195428747083e-02,-3.065298694991286724e-02,4.706265636032942040e-02
-5.820370501166844540e-02,-8.556986262200946651e-04,-1.287062011347934673e-02
-5.487234792378989368e-02,-1.692999977222564567e-02,1.705387938972208195e-02
-5.519716054393677962e-02,4.557057948009821807e-02,3.056217880520271934e-02
7.299107028729751034e-02,-3.323669043986234028e-02,1.076657897946666775e-01
7.074047852758208639e-03,1.930939801954131493e-02,-1.194971449519651591e-02
-6.563913802970631171e-03,-1.525893350330914319e-02,1.688849986990142993e-02
-1.835030942210353483e-02,1.343131197444195034e-02,-1.968189357313450405e-02
2.401116177718953110e-02,-3.510754719026303039e-02,-8.017004848417467675e-03
-4.758978591357736210e-02,1.778867534699486719e-02,2.485490571592180106e-02
2.544055705219947297e-02,-9.482665960504519168e-03,2.911755836358408990e-03
2.853940968507951217e-02,-6.964743476365538311e-02,1.927436000087757312e-02
6.859913552891028221e-02,-5.158475630274514910e-03,4.982050952480743949e-02
-1.021865865131586218e-03,-1.151204330622187556e-02,-2.149783490518355350e-02
-1.518549907494385828e-02,3.475326344651747529e-02,5.379458377796230220e-03
1.030449600900171930e-01,-1.882738487997052609e-02,4.768191779676950182e-02
-1.791016965956929510e-02,-1.535384481971656737e-02,3.942983281756150260e-02
1.574504530300941188e-02,-7.205966755621444342e-02,-4.204737454758861875e-02
-8.466586804756232043e-03,5.293512617215047344e-02,-2.427232449641955614e-02
-3.451942032387238669e-03,8.013298112644414925e-03,-7.122104901567717812e-03
-1.383707422807560483e-02,1.132048347052929185e-02,-7.972191199285889873e-03
8.874618894085966637e-04,-3.422862952417438098e-02,-1.523978683917941168e-02
-5.554931530092555719e-02,-6.771803921242190716e-02,-2.176168089838027234e-03
-7.319538270529745740e-03,-1.279884549290395083e-03,1.132788036014159908e-02
-2.010967839548813939e-03,-6.002398576047490676e-04,-1.266840778931338680e-02
-5.387716567319293659e-02,2.737391294230970794e-04,2.666752937569447091e-02
-2.485028545347470197e-02,-4.564839985449529493e-03,-4.735431450367335454e-02
-4.276492460953821434e-02,-2.026814720368762604e-02,1.552169849741669855e-02
