accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
-3.686674005348675176e-02,-1.221726050268478678e-02,-9.776272583315638087e+00
-2.220006619790744484e-02,-3.001867986562340579e-04,-9.749922363120331781e+00
-8.364785395153034875e-03,8.799552497542596080e-03,-9.787878549059893629e+00
-1.433104222305280062e-02,-2.557717513203710755e-02,-9.809636579367705167e+00
-1.366168006466833215e-02,1.004372067183917708e-02,-9.780303114908486251e+00
-1.805024065041301029e-02,1.007845123487824401e-02,-9.781101089066927656e+00
-3.206755352723956315e-03,-1.482387384544378919e-03,-9.784607534468831247e+00
-1.436426370084021437e-02,2.047570417165249512e-02,-9.789788581900218389e+00
-2.715410872304184486e-02,1.753973850351543684e-02,-9.794740739294777399e+00
-1.587023186645272754e-02,5.671068765909458714e-03,-9.774416912338610430e+00
-2.519837099710557290e-02,-5.341523598199830747e-03,-9.767495897870331234e+00
-5.045587411947981271e-02,-1.604917940939687426e-02,-9.777360921560656948e+00
-2.718147730424331360e-02,-4.634093616810248430e-03,-9.773296319857941228e+00
-2.120162903394339285e-02,-2.171034102607221142e-02,-9.776224720878669672e+00
-3.158655306128320406e-02,-2.385483236109333174e-02,-9.789756944692879159e+00
-1.890484111164281167e-02,-8.715766936041419513e-03,-9.793519730903136988e+00
-2.939267895910531447e-02,-2.306194739523117695e-02,-9.760907382406131205e+00
-2.737219198644691431e-02,-2.392175164898320550e-02,-9.767334966576562749e+00
-2.503795172758296189e-02,-8.206079579649055988e-03,-9.801128460906340933e+00
-1.599432831562108692e-02,-4.538297170107356317e-03,-9.795579049237275626e+00
-4.499135706259826950e-02,3.806940948410178494e-04,-9.768021854124539161e+00
-6.246041405389396450e-03,-1.250078369156946284e-04,-9.783866890061032606e+00
-2.944842203164052194e-02,-2.177796791055601477e-02,-9.794328488185918502e+00
-9.137280444558505688e-03,-1.342078237923875934e-03,-9.816225777891940396e+00
-2.552138568842900190e-02,-2.721549895821981889e-03,-9.789121277318907133e+00
-1.606896616688958945e-02,3.938290799125341093e-03,-9.807671038410060049e+00
-1.986244585258749307e-02,-2.309146956588941854e-02,-9.807272674952812963e+00
-2.535130485184692792e-02,2.768669050420188502e-03,-9.798971776093637231e+00
-1.113322533767966728e-02,-2.111324750442509016e-02,-9.797554746539921311e+00
-3.116166411082509427e-02,5.999497418916808697e-03,-9.812418835639382664e+00
-1.120274786100967750e-02,-2.990172525910140232e-03,-9.790623541039799704e+00
-3.649458326586713791e-02,6.918274280330707730e-03,-9.796624049011915858e+00
-1.555852271088513893e-02,-2.275130423705646818e-02,-9.793130192251535249e+00
-1.927384426307319001e-02,2.724853544812729650e-02,-9.795617367017619870e+00
-4.741670220733646551e-02,-9.886045992410653210e-03,-9.790412523729216332e+00
-1.978582971764357434e-02,-2.640493343904897969e-02,-9.802052396551498958e+00
-3.805894678002470777e-02,3.928263532042331613e-03,-9.783991796619154968e+00
-1.455566194866744767e-02,-4.251395435920909439e-03,-9.814290183085187635e+00
-3.674314709966371162e-02,-1.872362446235902034e-02,-9.766973079088831611e+00
-2.439299581497504990e-02,4.988091939214802338e-03,-9.769978708567068182e+00
-2.274962620385175688e-02,-2.723586334973580533e-02,-9.772389147712237545e+00
1.321528867762274129e-03,1.835365007025882567e-02,-9.789895648125641614e+00
-2.764768998759735072e-02,-7.345582232909216025e-03,-9.777646704691132840e+00
-2.748149689195725220e-02,-4.087281142910849721e-04,-9.797241116272132899e+00
-3.704494902222034425e-02,1.969872918024750952e-03,-9.800557282460610864e+00
-1.381934700738078267e-02,-1.083755164083223879e-02,-9.803582357167748285e+00
-2.759003404187180750e-02,-1.293476583918590217e-02,-9.792532979789640990e+00
-3.206383361597208576e-02,-6.908996977444456684e-03,-9.778584786883238067e+00
-4.426861547066201358e-02,-3.534699639501767687e-02,-9.809560038296105233e+00
-3.402470194495030298e-02,-1.126119422317527555e-02,-9.781581343209307278e+00
-2.051122588366687677e-02,1.048516592700468250e-02,-9.819804097769242901e+00
6.788812555599443160e-03,2.121648463634372497e-03,-9.777023706456223096e+00
-4.364365613831215629e-02,3.727437423001668526e-03,-9.812379666922103283e+00
5.516324781227953389e-03,-1.143233040509149603e-02,-9.782701252476465825e+00
-1.275172690838510120e-02,-1.821751249945225554e-02,-9.807116635251951209e+00
-2.872820936002355718e-02,6.153105329833773000e-03,-9.793817408230324872e+00
-2.178815774114828754e-02,3.721366904659322537e-03,-9.796789005573305786e+00
-1.012042142748989862e-02,-6.317271494884399256e-03,-9.788244998555670762e+00
-5.756742939419043359e-02,-1.569797883337269162e-02,-9.775097304656439334e+00
-3.063249568616277854e-02,-1.241402142064041564e-02,-9.803946017002679980e+00
-2.315329697025091810e-02,9.817543097584197423e-03,-9.790879991701075369e+00
-1.573398718623133380e-02,-1.062009874126224225e-02,-9.801537501610825487e+00
-3.141970777168690693e-02,-1.231676850312603093e-02,-9.803605163972578751e+00
-3.421315760499119007e-02,-1.170750514368205930e-02,-9.815712160629956884e+00
-5.430243807525676064e-03,-2.662843790421525955e-02,-9.830232965281750168e+00
-1.682030307680482811e-02,-2.825264785986628807e-02,-9.801682401013041002e+00
-2.384937749145805280e-02,-2.784016841922505071e-03,-9.809430730865489778e+00
-7.229609154018198924e-03,7.947616246190065958e-03,-9.780331433594946944e+00
-3.692052437403312709e-02,-2.141085907061844248e-02,-9.813361423384655780e+00
-3.721320523286465037e-02,-3.082765815474971735e-02,-9.788298126808337329e+00
-2.049504884536793720e-02,-3.509259331767598453e-03,-9.813766782361289742e+00
-2.179078707357667843e-02,-3.410187201966930447e-03,-9.785698025618049911e+00
-3.283541806285643350e-02,-3.003776617866574586e-02,-9.807784071169129092e+00
-3.297473195072352092e-02,-1.254972099490243680e-02,-9.774721779558802837e+00
-3.167994993741209825e-02,-2.084508978834728396e-02,-9.785675772685161533e+00
-3.834482106020549452e-02,-2.391931317559731554e-02,-9.782238663649627242e+00
-2.017843052832718129e-02,1.380463215703074675e-02,-9.774077541698437344e+00
-5.355070015548766410e-02,3.593347509289381708e-04,-9.771715313072940390e+00
-5.000604164071674462e-02,-5.538076470658204534e-03,-9.795480663636233487e+00
-1.337439296218479769e-02,2.720260729635604058e-02,-9.760688945372663738e+00
-6.837981423316624729e-03,-2.199227105850108666e-02,-9.780028126728645077e+00
-3.666522798078522549e-02,1.164604143744510725e-02,-9.792751631815185931e+00
-2.722847915063971239e-02,-2.413753357039501515e-03,-9.769573135034399058e+00
-3.294122306443179882e-02,-1.063844585385401338e-02,-9.780135991591707878e+00
-8.477751916090753986e-03,-2.474621816448221989e-02,-9.782446994602311818e+00
-2.604927353996456738e-02,-1.058184381958375379e-02,-9.800967872556226368e+00
-3.098009878784103305e-03,-8.100977908358567708e-03,-9.778653118658640508e+00
-2.101973748102939701e-02,-1.947815172697813998e-02,-9.796943197827689076e+00
-1.109294172484461688e-02,1.293841790840093847e-02,-9.783183537610803171e+00
-2.047539876224951927e-02,9.870372675054727915e-03,-9.810626134514071950e+00
-3.005339230814935841e-02,-3.430656371392175330e-02,-9.793535411926997725e+00
-1.942152164163307021e-02,-1.193836594735991560e-02,-9.787111346556095270e+00
-3.323401867271450622e-02,-1.479072413960254989e-02,-9.801324002472757257e+00
-2.947019486830177934e-02,-1.251367017709283970e-02,-9.775031177135803162e+00
-4.202149045080905143e-02,-1.253146237139938363e-02,-9.792613722889484507e+00
-3.190414423451189835e-02,4.245915277453354841e-04,-9.783909943209092575e+00
-2.058914273001777318e-02,-7.328317519858768871e-03,-9.784333241851113527e+00
-4.222206419332409644e-02,-1.088317209213244749e-02,-9.774621273022656709e+00
-2.370182842625695105e-02,-5.528498695943143137e-04,-9.797471045290759406e+00
-1.330315412120865702e-02,-8.469216254782800657e-03,-9.814259790342314105e+00
-8.007727471482720127e-04,1.558618141511527652e-03,-9.772768768625400782e+00
-3.527983768972156597e-02,-9.851361630093846342e-03,-9.792322736101972680e+00
-1.580668637675584562e-02,1.102412966588190921e-02,-9.776364729369909412e+00
-3.606149980024442314e-02,-4.447237584712685973e-03,-9.769930834715847112e+00
-1.019566543466639622e-02,-1.228057254972676066e-03,-9.796962531099730143e+00
-3.399641971014979308e-02,-9.224418853624294368e-03,-9.755452023568910391e+00
4.332172192341048056e-03,2.489743172039638602e-03,-9.799211769432776720e+00
-9.497628723922702312e-03,-1.890185834365645107e-02,-9.742051627966334948e+00
-9.048093663071020074e-03,-1.491529986936649191e-02,-9.770583225816528383e+00
-8.090601529917574447e-03,-2.642641764272609869e-03,-9.773525996662444371e+00
-5.283883330487629260e-02,-2.134617044731568214e-02,-9.812146414687873630e+00
-3.039796037842804055e-02,-1.568399581862808465e-02,-9.773996495766402504e+00
-3.409902071739858570e-02,-1.409814191848832512e-02,-9.759433268578417753e+00
-3.362739882264220714e-02,-1.633911783684522528e-02,-9.788054680819440634e+00
-1.274983404979192908e-03,-7.054296868757575258e-03,-9.777904452140402825e+00
-6.109893613298989640e-03,-2.072709133162498746e-02,-9.764011580610651109e+00
-5.823972361153811894e-03,-3.567721901377514555e-03,-9.763128589543836000e+00
-1.441548651321241693e-02,7.256974921169237480e-03,-9.795832395009414384e+00
-3.241915598529235276e-02,-1.118612526811565804e-02,-9.786042334485163252e+00
-3.611348487591545947e-02,1.091154234970074556e-02,-9.801683881397018183e+00
-2.846192807483459430e-02,-3.941548669784820935e-02,-9.771402199998322047e+00
-5.096896638532665003e-02,-1.813630181357889226e-02,-9.794077958957249308e+00
-4.675694975876491105e-02,-1.166536145497208514e-02,-9.789689950283637643e+00
-1.018725858801902869e-02,3.888100179702091118e-03,-9.824315225421084818e+00
-2.162701180835459314e-02,-7.544633185660683250e-03,-9.780015384437467318e+00
-1.319396355784963927e-02,-2.980176661685672145e-03,-9.790751396154130148e+00
-1.946341364252970885e-02,8.984038332918720116e-03,-9.798937353770368119e+00
-1.550079972053542907e-02,-1.613590196409701687e-03,-9.808260986835893647e+00
-2.528641908039140976e-02,1.146894634907192484e-02,-9.791906924816917268e+00
-4.004729238911129696e-02,6.475818178747662010e-03,-9.785671672400798826e+00
-2.995974185786806979e-02,-5.125382379688686249e-03,-9.789545445221081721e+00
-3.653579676129443954e-02,-2.156257260354712407e-02,-9.778300670253836202e+00
-6.183302587268960787e-03,-1.898716387154018165e-02,-9.768260593770957456e+00
1.711773961208272465e-03,-8.751586584246774658e-03,-9.787196513521125851e+00
-2.575691908159158730e-02,-1.689330806055318324e-02,-9.812715661571433046e+00
-2.131518202997752243e-02,-9.241320569858421652e-03,-9.798067010515033814e+00
-3.025690841130406622e-02,-1.627804365120851665e-02,-9.790112185363602393e+00
-8.709620145988094392e-03,-1.708142910688675506e-02,-9.787644718540162714e+00
-2.085634400099752733e-02,-2.528312766564388275e-02,-9.799304822960294814e+00
-2.950231579573758464e-02,-6.191157531722014593e-03,-9.783934456696940174e+00
-2.512572432447771065e-02,-1.279315657059562975e-02,-9.802590641322971976e+00
-3.837097678944408757e-02,-2.013225189845899848e-04,-9.788602622860082647e+00
-3.297705852800929260e-02,-1.088569890755568953e-02,-9.775961119766026997e+00
-7.769825703847012266e-02,-1.482125987999522755e-02,-9.787998762270795794e+00
-6.156590546141213482e-02,-6.258228086220736508e-03,-9.797590325844396375e+00
-1.836593752534731658e-02,-2.242292966745525543e-02,-9.810504528765260801e+00
-1.369633755559775991e-02,-7.520851297150544026e-03,-9.806687757132223737e+00
-2.345665179587482288e-02,-4.778367998135814310e-02,-9.781674641040810414e+00
-3.771236690168000560e-02,-4.259595521177927772e-03,-9.796671969239886479e+00
-7.310435536260786321e-03,7.293987932680712216e-03,-9.783889371302038285e+00
-5.685358350533269156e-02,-2.858827481008917662e-02,-9.784075666671053995e+00
-3.106925845346139581e-02,-1.155923680675092352e-02,-9.786379961948306061e+00
-4.486836295053601986e-02,-6.502804051400080422e-03,-9.783298191395486398e+00
-8.273657841101716287e-03,1.194000826413583669e-02,-9.802184859753484858e+00
-4.398777047653797123e-04,3.037254269996905037e-02,-9.782251098019534297e+00
-4.328708179364686159e-02,-2.179495866588291794e-02,-9.785725199366826388e+00
-4.428065527886027031e-02,-2.208339213281003410e-02,-9.793034869015460941e+00
-3.736074201264842631e-02,1.566957751301011753e-03,-9.806140597340297305e+00
-1.033699121869320961e-02,-1.752800330710119550e-03,-9.804501749893665519e+00
-1.261922973009062775e-02,7.278368382776512213e-03,-9.795193226911504070e+00
-2.368606898183116261e-02,6.168420469549514701e-04,-9.784245854191578218e+00
-3.805401398851548239e-02,-1.458368164887221749e-02,-9.808176827942434173e+00
-2.341687320044635867e-02,-7.057013711042707353e-03,-9.794718940195089374e+00
-1.748205712015473909e-02,-2.680611933645035694e-02,-9.807515609089756836e+00
-2.180490210876052937e-03,-3.370083851166597727e-02,-9.781842817481527064e+00
-5.270741997342660162e-02,-2.138455519396748050e-02,-9.804853538758948162e+00
-1.332160939640584553e-02,-2.274599822478486078e-02,-9.801402190873307774e+00
-6.071702968614427903e-02,-5.651393410407296036e-03,-9.813278375273567278e+00
-2.524366638815007946e-02,-7.746408306462277196e-03,-9.803628184270648305e+00
-2.428683234312808623e-02,-2.195858799880866241e-02,-9.791845150615571924e+00
-3.156043985370896726e-02,-7.840471024212064544e-03,-9.789362386426779139e+00
-1.715088728724770140e-02,-3.010160168569245287e-02,-9.782634719553172431e+00
-2.696693525319666940e-02,-1.365799237950228104e-03,-9.770766761657467825e+00
-2.654008071890836401e-02,-2.185785790504483211e-02,-9.782180021255516778e+00
-1.816283981855841209e-02,2.483952697193753459e-03,-9.798983723618176711e+00
-4.679917699202687520e-03,3.750368861292562028e-02,-9.788273933264509452e+00
-4.022528259693222003e-02,-1.295105476915159662e-03,-9.796340038771621295e+00
-2.100920100337279328e-02,-3.173459877189059586e-02,-9.780876793884038634e+00
-2.480565894382982806e-02,-2.435990927491730323e-02,-9.802829944101327797e+00
-3.157347294922311504e-02,-1.797783560359557040e-02,-9.785767051017794316e+00
-2.894331245630163765e-02,-2.606549092028607670e-02,-9.805905186809448892e+00
-3.405882976446587135e-02,-3.356435048023041767e-03,-9.801538245961626927e+00
-3.954686416292294004e-02,-6.988826807720375893e-03,-9.805075305260059437e+00
-4.974163912798497400e-02,2.986887931452145151e-03,-9.781449398678923046e+00
-2.915181337836918879e-02,-7.374079739531315923e-03,-9.814928080173665137e+00
-3.715523805377347888e-02,-3.544462715012413473e-02,-9.779968066660819304e+00
-8.670073819917901298e-03,-3.879204544438567132e-02,-9.778960303230503470e+00
-2.828233196378860184e-02,9.091710021514881265e-03,-9.778607870763982746e+00
-3.513305745795263640e-02,-2.417027750152607457e-02,-9.812166094675232486e+00
-2.646253162796038949e-02,-2.074002067013015066e-02,-9.789822783487197810e+00
-3.710338716354271565e-02,2.047960138434057331e-03,-9.788193068858861423e+00
-2.277903730892624767e-02,2.652222989313796769e-03,-9.821986412578382897e+00
-3.624913461018317712e-02,1.644469715567184465e-03,-9.810732938943038661e+00
-4.641023203633107969e-03,1.252215151412196942e-02,-9.794393239988389510e+00
-1.591205032597569485e-02,2.546620777956382781e-03,-9.816166200939742126e+00
-1.943254571936310973e-02,-2.018118119267676633e-03,-9.809102516961701212e+00
-1.944299272505782550e-02,1.563762068629622609e-03,-9.789869246894934207e+00
-1.696360741901577901e-02,-1.006706402372203185e-02,-9.794301119468528327e+00
-3.542980507708979460e-02,-1.746639908714851114e-03,-9.790936773586093267e+00
-5.977558759662493504e-02,-7.223915852342457922e-03,-9.755962995366655122e+00
-3.538072991643639170e-02,-3.399794698472011212e-02,-9.811659579478947180e+00
-2.053404359926973635e-02,-2.719313478680656856e-02,-9.801142001000011206e+00
-3.044045299116790795e-02,-3.146006472164711645e-03,-9.787131773817533187e+00
-2.281379192061491062e-02,-6.261723923390058281e-03,-9.785250305474514576e+00
-3.676858007442226906e-02,-7.491804156123472135e-03,-9.833805944959987499e+00
-2.861737264802971525e-02,-8.271266423555766190e-03,-9.780650253381001136e+00
-2.007009414866933392e-02,-8.335614703144152149e-03,-9.788533039595078478e+00
-3.195709268772685407e-02,-1.701588776455817409e-02,-9.802688267291809865e+00
-3.026153945969453640e-02,-8.663545362940743358e-03,-9.797537339337734963e+00
-4.535344382953661324e-02,-2.986974266647726695e-02,-9.788525063783605873e+00
-1.792055285805843612e-02,-1.167440648428234862e-02,-9.799364878591335426e+00
-2.168356160922041420e-02,2.883346219704267105e-03,-9.815435037454532718e+00
-4.420396467086164932e-03,3.658257743030475517e-03,-9.813431562363810201e+00
-1.786530073173435429e-02,-2.846126789361475354e-02,-9.794434130484987122e+00
-3.197745958191435672e-02,-1.451683260061532692e-02,-9.824361793144552379e+00
-2.911185718700403866e-02,-1.412346264690007847e-03,-9.806146376023203715e+00
-2.479134592741973758e-02,-1.677568819734522737e-02,-9.785643271198447124e+00
-2.848507879908622129e-02,-2.293401377502782626e-02,-9.771761124891861883e+00
-2.854026658278711881e-02,-2.936105458802596574e-02,-9.793516162664396063e+00
-3.111607845427276711e-02,-1.317408183180852552e-02,-9.789069915402532018e+00
-3.185660130880747093e-02,-2.128197920959286338e-03,-9.801299249332339869e+00
-4.083985560893727690e-02,-1.675213918606024976e-02,-9.809278752943152213e+00
-1.104983166451702949e-02,9.856990637064612371e-03,-9.797108648382545582e+00
-3.891493621748696313e-02,-3.734515064877974577e-02,-9.788983833889792763e+00
-1.133607699001570879e-02,-1.997694667440036778e-02,-9.806009087921475853e+00
-4.701919696987438141e-02,-4.400634424685825191e-03,-9.804713020405850799e+00
-1.946863364607124419e-02,-6.190244982076202607e-03,-9.790488098528722816e+00
-1.724732405112246181e-02,-3.086832500711253133e-02,-9.816652861877276592e+00
-2.519033682089969958e-02,1.103542341696107931e-02,-9.789792256351018906e+00
5.511574614630764674e-03,-1.104483883971097563e-02,-9.776113905531872206e+00
-2.264668748146252131e-02,5.397640652138080072e-03,-9.803270337380528332e+00
-1.483988487654375708e-02,-1.923032473974437342e-02,-9.817940546206028074e+00
-2.639072392949014939e-02,-3.617507346297853948e-03,-9.773819104498850052e+00
-2.104409243984348143e-02,-2.597224214010447618e-02,-9.797248312022709626e+00
-3.094365711190210852e-02,-1.621366470468795298e-02,-9.793355034058494724e+00
-3.501138868178002572e-03,-1.713146714498442469e-02,-9.797743230566322126e+00
-1.907848239322901263e-02,-1.747920486963917136e-02,-9.805634988420981912e+00
3.978121182577534082e-03,-2.263375621686300465e-02,-9.788296362320069832e+00
-2.249649725072030634e-02,-2.460735590663593736e-02,-9.789855028857102681e+00
-2.642301740627696002e-02,-2.336303314054900826e-02,-9.794267858249122938e+00
-5.287324952517793303e-03,1.709534779444150249e-03,-9.805644024219573041e+00
-3.891429524911289850e-02,8.603931244441642701e-04,-9.803908714617623588e+00
-4.300210859780143058e-02,-1.509404735544134409e-02,-9.792238899303294275e+00
-2.319323931485720025e-02,-2.386817477724530179e-02,-9.810843925314278735e+00
4.829283125913325092e-03,-1.927216249728439315e-02,-9.785047193322856884e+00
1.301453581815219945e-02,2.434696067931405375e-03,-9.784397320042939938e+00
-5.154643321462501482e-02,-2.075250192170042737e-02,-9.806522245009613670e+00
-1.465411285197519217e-02,-2.433275387955662755e-02,-9.791371239022589990e+00
-4.379457102794725304e-02,-2.133729862044439832e-02,-9.793162455506729813e+00
-4.218690996886244327e-02,-3.294095349388524024e-02,-9.805478008163753145e+00
-2.571143910611016839e-02,-2.155988472228743263e-02,-9.825436298338431129e+00
-1.146777477799737661e-02,-7.227767203672230516e-03,-9.797455776856752507e+00
-2.561428701960691279e-02,-1.692281282745340329e-02,-9.792594470482059776e+00
-1.383881072576357424e-02,-2.625092088577906171e-03,-9.819854355801167500e+00
-2.026932406918473262e-02,-6.289344448821688680e-03,-9.773823765624729987e+00
-5.692609893596824178e-02,-5.581846286495510158e-03,-9.827987861841174677e+00
-1.793549666426365319e-02,-8.223649358327214665e-03,-9.802490843409625398e+00
-5.967001977361566234e-03,1.219814788140644903e-02,-9.805404444893369487e+00
-1.744135134502409687e-02,-3.647924181761012796e-02,-9.793401402350822238e+00
-1.949270344125064031e-02,9.946872686936447661e-04,-9.807664239042555465e+00
-2.270136192403159753e-02,-1.626492437317507075e-03,-9.799794536482059115e+00
-1.271286224307040767e-02,-1.888461496671187470e-02,-9.801820964703518158e+00
-1.564511314879996062e-02,-6.597487930288373215e-03,-9.797397989807722141e+00
-3.516675038964527794e-02,-5.671868555752878661e-03,-9.802978931615472291e+00
-1.367980659083948766e-02,-2.795445249310588715e-02,-9.792248484900065719e+00
-1.438236929721243597e-02,1.268715916145793550e-02,-9.798588706703160511e+00
-1.987575497463408419e-02,7.091745043275161225e-03,-9.798952398720372159e+00
-2.240561955349841886e-02,-9.174092445782589672e-03,-9.818334648427919475e+00
-3.730786072126187486e-02,-2.520459540274555890e-02,-9.786220933233945374e+00
-7.496188630428375285e-03,-1.083799097735073380e-03,-9.815282891820254818e+00
-3.865950674991085190e-02,-7.199065688742705381e-03,-9.801087052383726572e+00
-1.131492703523494583e-02,-2.523159421248115375e-02,-9.799250102488143099e+00
-1.426415828229550369e-02,-3.744692353343348490e-03,-9.808408110359197352e+00
-1.141742009599601600e-02,-1.605622325413098850e-02,-9.791083797838796343e+00
-1.898197934115063851e-02,-1.725794903963746851e-03,-9.798850067095704830e+00
-4.096889195275064954e-02,-1.089732283807880175e-02,-9.777282066735384802e+00
-5.351358200978147822e-03,-4.339805375960311025e-03,-9.805032926220793144e+00
-6.403950258704372428e-03,-6.126065402178263765e-03,-9.795513008284807199e+00
-1.357467528503356752e-03,-1.241257300233416377e-02,-9.773178658518547834e+00
-2.534319562934259779e-02,-2.844613829160919094e-02,-9.810281956802551662e+00
9.473709227229842877e-03,-1.749012467966296058e-02,-9.799560486376462265e+00
-2.545322797525249175e-02,-1.555661269988408216e-02,-9.800711088052031172e+00
-1.659555222927276349e-02,6.089363711520410713e-03,-9.808409807611390363e+00
-3.102863038592118539e-02,-1.217977519816477831e-02,-9.798937732740688134e+00
-2.721548547848048893e-02,-3.863971239216514725e-02,-9.795821517024183578e+00
-2.840420018297583338e-02,-8.862696931474657591e-03,-9.791639735794573696e+00
-1.853875115223611869e-02,-3.747014134826097409e-02,-9.795086241126689686e+00
-1.636950551261391607e-02,-1.990686789056262535e-02,-9.791119780659908400e+00
-4.899110520867079599e-02,-1.031792037839026656e-02,-9.804304269067008804e+00
-1.133304990292446218e-02,-6.397348818533622576e-03,-9.769619401628315103e+00
-2.425505363858516950e-02,-1.350092446535489793e-02,-9.816986709580916681e+00
-4.359387334423183574e-02,1.400093908809631887e-02,-9.802915763284353545e+00
-3.915348563539437082e-02,-2.777629938978398716e-04,-9.811667067796820518e+00
-1.478660812391109289e-02,-3.247974003311433072e-02,-9.822293821358806909e+00
-3.657162281424995026e-02,1.182842812139425943e-02,-9.829627454682603016e+00
-2.942069711303310284e-02,-2.079748900057488969e-02,-9.783066150459793775e+00
6.935702076582284104e-04,-2.849386802724323056e-02,-9.788423737416504622e+00
-3.969997650736967892e-02,-2.534527076119811456e-02,-9.788312438068617283e+00
-4.388203572622555171e-02,-2.422804509603521464e-02,-9.791666932622110409e+00
-1.227605885057372198e-02,-7.810051200277458826e-03,-9.796649153798172804e+00
-4.440181360264142119e-02,4.231812300084101391e-03,-9.793829539909081561e+00
-1.849901701433170204e-02,-2.782960043996710042e-03,-9.783242877853677300e+00
-1.934945368374499028e-02,-1.457100807889554102e-03,-9.816574597524772017e+00
-3.798799565132341544e-02,8.875867797412206536e-03,-9.782621891531089631e+00
-3.090216149400837331e-02,1.538541475872752702e-02,-9.800829318078344343e+00
-6.041010778064487274e-03,8.651008634605146172e-03,-9.778329713016486124e+00
-2.050731042681120525e-02,-8.294407046709124584e-03,-9.795662949904077266e+00
-2.713419003894080445e-02,1.299412767865311402e-02,-9.807056375280421179e+00
1.319543744269079805e-03,-1.322977303077369979e-02,-9.797760706742066006e+00
-1.579313298993186010e-02,2.500846253337758035e-03,-9.812420798314485992e+00
-3.054386201004528206e-02,-2.147570214478582151e-02,-9.818696572680915224e+00
-2.232015391361336781e-02,-7.069765420403834565e-03,-9.808467619937008664e+00
-1.295576051690043064e-02,-6.571577851126004198e-03,-9.812372515492045366e+00
-1.751208442967859547e-02,-8.547106823043678844e-03,-9.798497196073626014e+00
-1.762335078243325998e-02,-2.004291543056710076e-02,-9.797994196158594349e+00
-1.509861516984123062e-02,-1.902211790378159628e-02,-9.804258804247670156e+00
-2.148059347087129603e-02,-1.710334744411755661e-02,-9.779153063350051411e+00
-2.350606470500518977e-02,8.701899232845228260e-03,-9.804324262525693001e+00
-9.864319099922809475e-03,-7.157608382884205443e-03,-9.796962319193761815e+00
-7.441675356134061503e-03,-1.683286924967596077e-02,-9.801758496031791168e+00
-2.099084754728646612e-02,-1.682948500879406784e-02,-9.805591095356351872e+00
-3.782001222657290634e-02,-1.377244359590814801e-02,-9.820201770620718307e+00
-1.310515811253469901e-02,-1.588258635109599318e-02,-9.791297102249465922e+00
-2.620984099197289779e-02,-1.659792730270742700e-02,-9.784482753455813864e+00
-1.846691926330214575e-02,-2.046681277517147651e-02,-9.803837466747628682e+00
-3.743213585015957995e-02,-8.733219964935605775e-03,-9.785234562739534070e+00
-3.000540815328695335e-02,-1.782389751607424411e-03,-9.742365831461906822e+00
-3.472407698754731431e-02,-1.210984120954818402e-02,-9.812554652409746225e+00
-1.258666874392849917e-02,-9.922080163278371515e-03,-9.774103267706502507e+00
-1.926667559545867936e-02,-4.586302669845993343e-03,-9.815632149767088421e+00
-2.509698157357818579e-02,4.658585199834130823e-03,-9.778666480804982797e+00
-4.036499080135592943e-02,-1.456297660746917050e-02,-9.808262766355911211e+00
-4.362297623014355780e-02,-1.782892628709617684e-03,-9.799758889581775989e+00
-3.119443919870902582e-02,-7.831549723113674991e-03,-9.792237265812950398e+00
-3.729603736060358582e-02,1.107583301979725258e-02,-9.797500853599430570e+00
-4.498657572233315943e-03,2.769699245283790273e-02,-9.800083750504818170e+00
-3.489923967501273178e-02,-1.523707370135612624e-02,-9.786235802744478463e+00
-2.820124112357940555e-02,-1.535770933298202107e-02,-9.805830151363135627e+00
-5.049099313524264832e-02,-2.493188756780569115e-02,-9.821976936028665506e+00
-8.301035754590048443e-03,1.465319851110953586e-02,-9.782511017398080710e+00
-3.535677711811456569e-02,-2.737961507594295629e-02,-9.792414659720488856e+00
-1.455712605682424332e-02,1.311477416061904329e-02,-9.776667432091864285e+00
-3.126443071990842038e-02,8.893309884360527801e-03,-9.806854646629359351e+00
-3.233377753997693227e-02,4.686283256425457545e-03,-9.804948221136676523e+00
-3.735785709890877826e-02,-2.058039824093530618e-02,-9.800115503851150933e+00
-3.443550721451492380e-02,-2.480877516087716395e-02,-9.810694628053211019e+00
-3.474724053327684498e-03,1.555828958531515864e-03,-9.779476019438440915e+00
-4.390539727268648329e-02,-4.128043924921511419e-03,-9.831100624022411694e+00
3.845286449868423606e-03,-5.340347379416981836e-03,-9.798215458329551097e+00
-4.920479233189465479e-02,-1.826053803965687478e-02,-9.801903453810316691e+00
-2.926016595374969845e-02,1.144533251056639549e-03,-9.813690318719197947e+00
-3.523085857971246931e-02,8.220069392133636313e-03,-9.818094049505905474e+00
-2.689850346624183750e-02,3.871118576599229949e-04,-9.801300078258263326e+00
-2.952812766656733381e-02,-1.300124106448054956e-02,-9.816781514092349781e+00
-1.405324909448335720e-02,-4.257165983166640369e-04,-9.817471931288475062e+00
-3.355113065782042159e-02,-1.399355092750678015e-02,-9.794854410502386699e+00
2.497644329040647065e-02,-1.537257946089634966e-02,-9.811335015136247506e+00
-2.382447839673521722e-02,-1.432680433243008894e-02,-9.820637707907222236e+00
-3.474264848846334713e-02,2.172570538050660853e-03,-9.809532858526099020e+00
8.875753559740667126e-03,-7.300392232549879692e-03,-9.782931191219892852e+00
